PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Full Text Link
33792526,"Brassica juncea (L.) Czern. leaves alleviate adjuvant-induced rheumatoid arthritis in rats via modulating the finest disease targets - IL2RA, IL18 and VEGFA","Lakshmanan DK, Murugesan S, Rajendran S, Ravichandran G, Elangovan A, Raju K, Prathiviraj R, Pandiyan R, Thilagar S.",J Biomol Struct Dyn. 2022 Nov;40(18):8155-8168. doi: 10.1080/07391102.2021.1907226. Epub 2021 Apr 1.,Lakshmanan DK,J Biomol Struct Dyn,2022,01/04/21,,,10.1080/07391102.2021.1907226,No full text link found
19751181,Chlorophytum borivilianum: a white gold for biopharmaceuticals and neutraceuticals,"Thakur GS, Bag M, Sanodiya BS, Debnath M, Zacharia A, Bhadauriya P, Prasad GB, Bisen PS.",Curr Pharm Biotechnol. 2009 Nov;10(7):650-66. doi: 10.2174/138920109789542084.,Thakur GS,Curr Pharm Biotechnol,2009,16/09/09,,,10.2174/138920109789542084,https://www.eurekaselect.com/70071/article
27833370,Management of Amavata (rheumatoid arthritis) with diet and Virechanakarma,"Gupta SK, Thakar AB, Dudhamal TS, Nema A.",Ayu. 2015 Oct-Dec;36(4):413-415. doi: 10.4103/0974-8520.190688.,Gupta SK,Ayu,2015,12/11/16,PMC5041390,,10.4103/0974-8520.190688,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2015;volume=36;issue=4;spage=413;epage=415;aulast=Gupta
32398909,Efficacy of Seetarama Vati (A Sri Lankan traditional drug) and Vatari Guggulu in the management of Amavata (rheumatoid arthritis)-an open labeled randomized comparative clinical trial,"Maragalawaththa MGSK, Goyal M.",Ayu. 2019 Apr-Jun;40(2):97-103. doi: 10.4103/ayu.AYU_65_18. Epub 2020 Mar 20.,Maragalawaththa MGSK,Ayu,2019,14/05/20,PMC7210824,,10.4103/ayu.AYU_65_18,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/32398909/
23562803,Medicinal plants of genus Curculigo: traditional uses and a phytochemical and ethnopharmacological review,"Nie Y, Dong X, He Y, Yuan T, Han T, Rahman K, Qin L, Zhang Q.",J Ethnopharmacol. 2013 Jun 3;147(3):547-63. doi: 10.1016/j.jep.2013.03.066. Epub 2013 Apr 3.,Nie Y,J Ethnopharmacol,2013,09/04/13,,,10.1016/j.jep.2013.03.066,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(13)00222-5
36415438,Positive Outcomes of Comprehensive Exercise Program on Restoration of Functional Level and Quality of Life in a Patient With Rheumatoid Arthritis: A Case Report,"Raipure A, Kumbhare R, Walke RR.",Cureus. 2022 Oct 21;14(10):e30553. doi: 10.7759/cureus.30553. eCollection 2022 Oct.,Raipure A,Cureus,2022,23/11/22,PMC9674205,,10.7759/cureus.30553,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/36415438/
21870424,Ethno biological usage of zoo products in rheumatoid arthritis,"Gomes A, Alam MA, Bhattacharya S, Dasgupta SC, Mukherjee S, Bhattacharya S, Gomes A.",Indian J Exp Biol. 2011 Aug;49(8):565-73.,Gomes A,Indian J Exp Biol,2011,30/08/11,,,,No full text link found
26851499,"A comprehensive analysis on Symplocos racemosa Roxb.: Traditional uses, botany, phytochemistry and pharmacological activities","Acharya N, Acharya S, Shah U, Shah R, Hingorani L.",J Ethnopharmacol. 2016 Apr 2;181:236-51. doi: 10.1016/j.jep.2016.01.043. Epub 2016 Feb 3.,Acharya N,J Ethnopharmacol,2016,07/02/16,,,10.1016/j.jep.2016.01.043,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(16)30042-3
11795092,"Ayurvedic medicine. Core concept, therapeutic principles, and current relevance","Chopra A, Doiphode VV.","Med Clin North Am. 2002 Jan;86(1):75-89, vii. doi: 10.1016/s0025-7125(03)00073-7.",Chopra A,Med Clin North Am,2002,25/01/02,,,10.1016/s0025-7125(03)00073-7,https://linkinghub.elsevier.com/retrieve/pii/S0025-7125(03)00073-7
29609927,Complementary and alternative medicine for rheumatic diseases: A systematic review of randomized controlled trials,"Phang JK, Kwan YH, Goh H, Tan VIC, Thumboo J, Østbye T, Fong W.",Complement Ther Med. 2018 Apr;37:143-157. doi: 10.1016/j.ctim.2018.03.003. Epub 2018 Mar 5.,Phang JK,Complement Ther Med,2018,04/04/18,,,10.1016/j.ctim.2018.03.003,https://linkinghub.elsevier.com/retrieve/pii/S0965-2299(18)30001-3
30831463,Therapeutic effects of the total lignans from Vitex negundo seeds on collagen-induced arthritis in rats,"Jing R, Ban Y, Xu W, Nian H, Guo Y, Geng Y, Zang Y, Zheng C.",Phytomedicine. 2019 May;58:152825. doi: 10.1016/j.phymed.2019.152825. Epub 2019 Jan 9.,Jing R,Phytomedicine,2019,05/03/19,,,10.1016/j.phymed.2019.152825,https://linkinghub.elsevier.com/retrieve/pii/S0944-7113(19)30003-0
23971718,Suppression of NF-κB p65 nuclear translocation and tumor necrosis factor-α by Pongamia pinnata seed extract in adjuvant-induced arthritis,"Bose M, Chakraborty M, Bhattacharya S, Bhattacharjee P, Mandal S, Kar M, Mishra R.",J Immunotoxicol. 2014 Jul-Sep;11(3):222-30. doi: 10.3109/1547691X.2013.824931. Epub 2013 Aug 23.,Bose M,J Immunotoxicol,2014,27/08/13,,,10.3109/1547691X.2013.824931,https://www.tandfonline.com/doi/full/10.3109/1547691X.2013.824931
16562833,Turmeric extracts containing curcuminoids prevent experimental rheumatoid arthritis,"Funk JL, Oyarzo JN, Frye JB, Chen G, Lantz RC, Jolad SD, Sólyom AM, Timmermann BN.",J Nat Prod. 2006 Mar;69(3):351-5. doi: 10.1021/np050327j.,Funk JL,J Nat Prod,2006,28/03/06,PMC2533857,NIHMS62829,10.1021/np050327j,https://doi.org/10.1021/np050327j
31606270,Anti-arthritic potential of ethanol and aqueous extracts of stem bark of Cleistopholis patens on complete Freund's adjuvant-induced rheumatoid arthritis in rats,"Aloke C, Ibiam UA, Orji OU, Ugwuja EI, Ezeani NN, Aja PM, Obasi NA.",J Ayurveda Integr Med. 2021 Jan-Mar;12(1):28-34. doi: 10.1016/j.jaim.2018.12.009. Epub 2019 Oct 9.,Aloke C,J Ayurveda Integr Med,2021,14/10/19,PMC8039354,,10.1016/j.jaim.2018.12.009,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(18)30605-3
36476430,Phytochemistry and Polypharmacological Potential of Colebrookea oppositifolia Smith,"Kumar D, Singla RK, Sharma P, Kumar L, Kaur N, Dhawan RK, Sharma S, Dua K, Sharma R.",Curr Top Med Chem. 2023;23(5):334-348. doi: 10.2174/1568026623666221202112414.,Kumar D,Curr Top Med Chem,2023,08/12/22,,,10.2174/1568026623666221202112414,https://www.eurekaselect.com/211546/article
12974396,Snake venom as therapeutic agents: from toxin to drug development,"Pal SK, Gomes A, Dasgupta SC, Gomes A.",Indian J Exp Biol. 2002 Dec;40(12):1353-8.,Pal SK,Indian J Exp Biol,2002,17/09/03,,,,No full text link found
21553931,"Boswellia serrata: an overall assessment of in vitro, preclinical, pharmacokinetic and clinical data","Abdel-Tawab M, Werz O, Schubert-Zsilavecz M.",Clin Pharmacokinet. 2011 Jun;50(6):349-69. doi: 10.2165/11586800-000000000-00000.,Abdel-Tawab M,Clin Pharmacokinet,2011,11/05/11,,,10.2165/11586800-000000000-00000,https://dx.doi.org/10.2165/11586800-000000000-00000
10641045,Pharmacological activity of Elaeocarpus sphaericus,"Singh RK, Acharya SB, Bhattacharya SK.",Phytother Res. 2000 Feb;14(1):36-9. doi: 10.1002/(sici)1099-1573(200002)14:1<36::aid-ptr541>3.0.co;2-j.,Singh RK,Phytother Res,2000,21/01/00,,,10.1002/(sici)1099-1573(200002)14:1<36::aid-ptr541>3.0.co;2-j,https://doi.org/10.1002/(sici)1099-1573(200002)14:1%3C36::aid-ptr541%3E3.0.co;2-j
22557572,"Studies on ancient Indian concept of 'role of impaired gastro - intestinal function - enteropathy', in the pathogenesis and treatment of rheumatoid arthritis - amavata","Kishore P, Padhi MM.",Anc Sci Life. 1987 Apr;6(4):203-16.,Kishore P,Anc Sci Life,1987,05/05/12,PMC3331427,,,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/22557572/
38702944,A short review on deciphering Vyadhikshamatva: insights from HLA-B27-ankylosing spondylitis relation,"P AT, Deogade MS, Nesari TM, Ramachandran A.",J Complement Integr Med. 2024 May 6;21(2):264-267. doi: 10.1515/jcim-2024-0083. eCollection 2024 Jun 1.,P AT,J Complement Integr Med,2024,04/05/24,,,10.1515/jcim-2024-0083,https://www.degruyter.com/document/doi/10.1515/jcim-2024-0083
38905448,Therapeutic ayurvedic interventions for the management of rheumatoid arthritis complicated by adhesive capsulitis - a case report,"Khurana B, Dipankar DG, Saini N, Dubal NS.",J Complement Integr Med. 2024 Jun 21. doi: 10.1515/jcim-2024-0063. Online ahead of print.,Khurana B,J Complement Integr Med,2024,21/06/24,,,10.1515/jcim-2024-0063,https://www.degruyter.com/document/doi/10.1515/jcim-2024-0063
25058430,Downregulation of inflammatory mediators and pro-inflammatory cytokines by alkaloids of Jeevaneeya rasayana in adjuvant-induced arthritis,"Shyni GL, Sindhu G, Helen A.",Immunol Invest. 2015;44(1):70-87. doi: 10.3109/08820139.2014.936937. Epub 2014 Jul 24.,Shyni GL,Immunol Invest,2015,25/07/14,,,10.3109/08820139.2014.936937,https://www.tandfonline.com/doi/full/10.3109/08820139.2014.936937
28302414,Effect of panchakarma and Ayurvedic treatment in postpartum rheumatoid arthritis (amavata): A case study,"Deshpande SV, Deshpande VS, Potdar SS.",J Ayurveda Integr Med. 2017 Jan-Mar;8(1):42-44. doi: 10.1016/j.jaim.2016.10.003. Epub 2017 Mar 14.,Deshpande SV,J Ayurveda Integr Med,2017,18/03/17,PMC5377475,,10.1016/j.jaim.2016.10.003,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(16)30089-4
10956379,Scientific basis for the therapeutic use of Withania somnifera (ashwagandha): a review,"Mishra LC, Singh BB, Dagenais S.",Altern Med Rev. 2000 Aug;5(4):334-46.,Mishra LC,Altern Med Rev,2000,24/08/00,,,,No full text link found
37380577,Self reported benefits of participating in group prayer in a hospital outpatient setting: A cross-sectional observational study,"Rastogi S, Pandey P, Maurya K, Kumar S, Varma A, R C, Singh G.",J Ayurveda Integr Med. 2023 Sep-Oct;14(5):100738. doi: 10.1016/j.jaim.2023.100738. Epub 2023 Jun 26.,Rastogi S,J Ayurveda Integr Med,2023,28/06/23,PMC10692364,,10.1016/j.jaim.2023.100738,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(23)00054-2
12244881,[Boswellic acids (components of frankincense) as the active principle in treatment of chronic inflammatory diseases],Ammon HP.,Wien Med Wochenschr. 2002;152(15-16):373-8. doi: 10.1046/j.1563-258x.2002.02056.x.,Ammon HP,Wien Med Wochenschr,2002,25/09/02,,,10.1046/j.1563-258x.2002.02056.x,No full text link found
24188460,Evaluation of anti-inflammatory effect of Withania somnifera root on collagen-induced arthritis in rats,"Gupta A, Singh S.",Pharm Biol. 2014 Mar;52(3):308-20. doi: 10.3109/13880209.2013.835325. Epub 2013 Nov 5.,Gupta A,Pharm Biol,2014,06/11/13,,,10.3109/13880209.2013.835325,https://www.tandfonline.com/doi/full/10.3109/13880209.2013.835325
29526468,Long term effectiveness of RA-1 as a monotherapy and in combination with disease modifying anti-rheumatic drugs in the treatment of rheumatoid arthritis,"Chopra A, Saluja M, Kianifard T, Chitre D, Venugopalan A.",J Ayurveda Integr Med. 2018 Jul-Sep;9(3):201-208. doi: 10.1016/j.jaim.2017.07.009. Epub 2018 Mar 9.,Chopra A,J Ayurveda Integr Med,2018,13/03/18,PMC6148056,,10.1016/j.jaim.2017.07.009,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(17)30023-2
21717043,Anti-inflammatory effect of Curcuma longa (turmeric) on collagen-induced arthritis: an anatomico-radiological study,"Taty Anna K, Elvy Suhana MR, Das S, Faizah O, Hamzaini AH.",Clin Ter. 2011;162(3):201-7.,Taty Anna K,Clin Ter,2011,01/07/11,,,,http://www.seu-roma.it/riviste/clinica_terapeutica/apps/autos.php?id=867
30390884,"In the absence of specific advice, what do patients eat and avoid? Results from a community based diet study in patients suffering from rheumatoid arthritis (RA) with a focus on potassium","Kianifard T, Chopra A.",Clin Nutr ESPEN. 2018 Dec;28:214-221. doi: 10.1016/j.clnesp.2018.07.008. Epub 2018 Aug 14.,Kianifard T,Clin Nutr ESPEN,2018,05/11/18,,,10.1016/j.clnesp.2018.07.008,https://linkinghub.elsevier.com/retrieve/pii/S2405-4577(17)30195-X
27473605,The Ayurvedic plant Bacopa monnieri inhibits inflammatory pathways in the brain,"Nemetchek MD, Stierle AA, Stierle DB, Lurie DI.",J Ethnopharmacol. 2017 Feb 2;197:92-100. doi: 10.1016/j.jep.2016.07.073. Epub 2016 Jul 26.,Nemetchek MD,J Ethnopharmacol,2017,31/07/16,PMC5269610,NIHMS807703,10.1016/j.jep.2016.07.073,https://linkinghub.elsevier.com/retrieve/pii/S0378-8741(16)30495-0
22160928,Therapeutic effect of Withania somnifera on pristane-induced model of SLE,"Minhas U, Minz R, Das P, Bhatnagar A.",Inflammopharmacology. 2012 Aug;20(4):195-205. doi: 10.1007/s10787-011-0102-8. Epub 2011 Dec 13.,Minhas U,Inflammopharmacology,2012,14/12/11,,,10.1007/s10787-011-0102-8,https://dx.doi.org/10.1007/s10787-011-0102-8
26834431,"Effect of electro-acupuncture, massage, mud, and sauna therapies in patient with rheumatoid arthritis","Shetty GB, Mooventhan A, Anagha N.",J Ayurveda Integr Med. 2015 Oct-Dec;6(4):295-9. doi: 10.4103/0975-9476.172415.,Shetty GB,J Ayurveda Integr Med,2015,03/02/16,PMC4719492,,10.4103/0975-9476.172415,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/26834431/
36577508,Quantitative assessment of antioxidant potential of selected homeopathic preparations in clinical practice,"Kumar A, Prajapati S, Sharma M, Singh T, Choudhary N, Bharti AC, Sharma R, Gupta P.",Drug Metab Pers Ther. 2022 Dec 29;38(2):179-190. doi: 10.1515/dmpt-2022-0169. eCollection 2023 Jun 1.,Kumar A,Drug Metab Pers Ther,2022,28/12/22,,,10.1515/dmpt-2022-0169,https://www.degruyter.com/document/doi/10.1515/dmpt-2022-0169
11709110,"Erosive osteoarthritis: presentation, clinical pearls, and therapy",Ehrlich GE.,Curr Rheumatol Rep. 2001 Dec;3(6):484-8. doi: 10.1007/s11926-001-0062-x.,Ehrlich GE,Curr Rheumatol Rep,2001,16/11/01,,,10.1007/s11926-001-0062-x,No full text link found
21120596,Anti-inflammatory and anti-oxidant properties of Curcuma longa (turmeric) versus Zingiber officinale (ginger) rhizomes in rat adjuvant-induced arthritis,"Ramadan G, Al-Kahtani MA, El-Sayed WM.",Inflammation. 2011 Aug;34(4):291-301. doi: 10.1007/s10753-010-9278-0.,Ramadan G,Inflammation,2011,02/12/10,,,10.1007/s10753-010-9278-0,https://doi.org/10.1007/s10753-010-9278-0
19594223,"Anti-inflammatory properties of curcumin, a major constituent of Curcuma longa: a review of preclinical and clinical research",Jurenka JS.,Altern Med Rev. 2009 Jun;14(2):141-53.,Jurenka JS,Altern Med Rev,2009,15/07/09,,,,No full text link found
19216559,Comparative effects of two gingerol-containing Zingiber officinale extracts on experimental rheumatoid arthritis,"Funk JL, Frye JB, Oyarzo JN, Timmermann BN.",J Nat Prod. 2009 Mar 27;72(3):403-7. doi: 10.1021/np8006183.,Funk JL,J Nat Prod,2009,17/02/09,PMC2837120,NIHMS140477,10.1021/np8006183,https://doi.org/10.1021/np8006183
20736391,"Well controlled, double-blind, placebo-controlled trials of classical Ayurvedic treatment are possible in rheumatoid arthritis","Furst DE, Venkatraman MM, Krishna Swamy BG, McGann M, Booth-Laforce C, Ram Manohar P, Sarin R, Mahapatra A, Krishna Kumar PR.",Ann Rheum Dis. 2011 Feb;70(2):392-3. doi: 10.1136/ard.2010.136226. Epub 2010 Aug 24.,Furst DE,Ann Rheum Dis,2011,26/08/10,,,10.1136/ard.2010.136226,https://ard.bmj.com/lookup/pmidlookup?view=long&pmid=20736391
19825384,Anti-arthritic activity of Indian monocellate cobra (Naja kaouthia) venom on adjuvant induced arthritis,"Gomes A, Bhattacharya S, Chakraborty M, Bhattacharjee P, Mishra R, Gomes A.",Toxicon. 2010 Feb-Mar;55(2-3):670-3. doi: 10.1016/j.toxicon.2009.10.007. Epub 2009 Oct 13.,Gomes A,Toxicon,2010,15/10/09,,,10.1016/j.toxicon.2009.10.007,https://linkinghub.elsevier.com/retrieve/pii/S0041-0101(09)00481-4
38234264,Boldine: a narrative review of the bioactive compound with versatile biological and pharmacological potential,"Lamba D, Dwivedi DK, Yadav M, Kumar Yr S.",J Complement Integr Med. 2024 Jan 19. doi: 10.1515/jcim-2023-0224. Online ahead of print.,Lamba D,J Complement Integr Med,2024,18/01/24,,,10.1515/jcim-2023-0224,https://www.degruyter.com/document/doi/10.1515/jcim-2023-0224
27127317,Effect of ethanol extract of an ayurvedic preparation (Pathyadya Churna) on arthritis in rats,"Patel MG, Pundarikakshudu K.",Indian J Pharmacol. 2016 Mar-Apr;48(2):145-9. doi: 10.4103/0253-7613.178828.,Patel MG,Indian J Pharmacol,2016,30/04/16,PMC4825430,,10.4103/0253-7613.178828,https://doi.org/10.4103/0253-7613.178828
22408298,Clinical evaluation of Vardhamana Pippali Rasayana in the management of Amavata (Rheumatoid Arthritis),"Soni A, Patel K, Gupta SN.",Ayu. 2011 Apr;32(2):177-80. doi: 10.4103/0974-8520.92555.,Soni A,Ayu,2011,13/03/12,PMC3296336,,10.4103/0974-8520.92555,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2011;volume=32;issue=2;spage=181;epage=186;aulast=Bhatted
23741163,A case discussion on presbyacusis,"Angadi SS, Kotrannavar VS.",J Ayurveda Integr Med. 2013 Jan;4(1):48-51. doi: 10.4103/0975-9476.109555.,Angadi SS,J Ayurveda Integr Med,2013,07/06/13,PMC3667435,,10.4103/0975-9476.109555,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/23741163/
27122121,Treatment of rheumatoid arthritis (RA) in India-how and by whom: results from a speciality clinic-use of low-dose methotrexate (MTX) was inexplicably suboptimal,"Malaviya AN, Gogia SB.",Clin Rheumatol. 2016 Sep;35(9):2163-73. doi: 10.1007/s10067-016-3283-0. Epub 2016 Apr 28.,Malaviya AN,Clin Rheumatol,2016,29/04/16,,,10.1007/s10067-016-3283-0,https://dx.doi.org/10.1007/s10067-016-3283-0
31333447,"Anti-Inflammatory and Anti-Arthritic Efficacies of an Indian Traditional Herbo-Mineral Medicine ""Divya Amvatari Ras"" in Collagen Antibody-Induced Arthritis (CAIA) Mouse Model Through Modulation of IL-6/IL-1β/TNF-α/NFκB Signaling","Balkrishna A, Sakat SS, Joshi K, Paudel S, Joshi D, Joshi K, Ranjan R, Gupta A, Bhattacharya K, Varshney A.",Front Pharmacol. 2019 Jul 1;10:659. doi: 10.3389/fphar.2019.00659. eCollection 2019.,Balkrishna A,Front Pharmacol,2019,24/07/19,PMC6614787,,10.3389/fphar.2019.00659,https://doi.org/10.3389/fphar.2019.00659
27774424,Anti-arthritic activity of a classical Ayurvedic formulation Vatari Guggulu in rats,"Patel MG, Pundarikakshudu K.",J Tradit Complement Med. 2015 Sep 4;6(4):389-394. doi: 10.1016/j.jtcme.2015.08.007. eCollection 2016 Oct.,Patel MG,J Tradit Complement Med,2015,25/10/16,PMC5067862,,10.1016/j.jtcme.2015.08.007,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/27774424/
16170979,Therapeutic uses of Ocimum sanctum Linn (Tulsi) with a note on eugenol and its pharmacological actions: a short review,"Prakash P, Gupta N.",Indian J Physiol Pharmacol. 2005 Apr;49(2):125-31.,Prakash P,Indian J Physiol Pharmacol,2005,21/09/05,,,,No full text link found
22131727,Clinical efficacy of Rasona Pinda in the management of Amavata (rheumatoid arthritis),"Singh JP, Antiwal M, Vaibhav A, Tripathi JS, Tiwari SK.",Ayu. 2010 Jul;31(3):280-6. doi: 10.4103/0974-8520.77149.,Singh JP,Ayu,2010,02/12/11,PMC3221059,,10.4103/0974-8520.77149,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2010;volume=31;issue=3;spage=280;epage=286;aulast=Singh;type=2
35082099,"Morbidity profile of patients attended Siddha Regional Research Institute, Puducherry in 2017-A cross-sectional study","Balasubramanian C, Shenbagaraj S, Muthappan S, Alagusolaiyan L, Arumugam RK.",J Ayurveda Integr Med. 2022 Apr-Jun;13(2):100507. doi: 10.1016/j.jaim.2021.07.022. Epub 2022 Jan 23.,Balasubramanian C,J Ayurveda Integr Med,2022,27/01/22,PMC8814397,,10.1016/j.jaim.2021.07.022,https://linkinghub.elsevier.com/retrieve/pii/S0975-9476(21)00156-X
23049851,Potential of ayurgenomics approach in complex trait research: leads from a pilot study on rheumatoid arthritis,"Juyal RC, Negi S, Wakhode P, Bhat S, Bhat B, Thelma BK.",PLoS One. 2012;7(9):e45752. doi: 10.1371/journal.pone.0045752. Epub 2012 Sep 26.,Juyal RC,PLoS One,2012,11/10/12,PMC3458907,,10.1371/journal.pone.0045752,https://dx.plos.org/10.1371/journal.pone.0045752
23049184,Effect of kshara basti and nirgundi ghana vati on amavata (rheumatoid arthritis),"Thanki K, Bhatt N, Shukla VD.",Ayu. 2012 Jan;33(1):50-3. doi: 10.4103/0974-8520.100310.,Thanki K,Ayu,2012,11/10/12,PMC3456864,,10.4103/0974-8520.100310,http://www.ayujournal.org/article.asp?issn=0974-8520;year=2012;volume=33;issue=1;spage=50;epage=53;aulast=Thanki;type=2
24613207,Polyphenolics isolated from virgin coconut oil inhibits adjuvant induced arthritis in rats through antioxidant and anti-inflammatory action,"Vysakh A, Ratheesh M, Rajmohanan TP, Pramod C, Premlal S, Girish kumar B, Sibi PI.",Int Immunopharmacol. 2014 May;20(1):124-30. doi: 10.1016/j.intimp.2014.02.026. Epub 2014 Mar 6.,Vysakh A,Int Immunopharmacol,2014,12/03/14,,,10.1016/j.intimp.2014.02.026,https://linkinghub.elsevier.com/retrieve/pii/S1567-5769(14)00080-0
